Job Title,Company Name,Job Location,Job Type,Experience Required,Posted Date,Application Deadline,Job Portal,Number of Applicants,Education Requirement,Skills Required,Remote/Onsite
Sr. Data Analyst,Accenture,Mumbai,Full-time,5-10 years,1/3/2025,2/2/2025,Indeed,475,PhD,Machine Learning,Onsite
Senior Scientist - Toxicologist - Product Integrity (Stewardship),Google,Noida,Internship,2-5 years,12/24/2024,1/5/2025,Naukri.com,289,MBA,Excel,Remote
Senior Machine Learning Engineer,Google,Ahmedabad,Part-time,2-5 years,1/4/2025,1/22/2025,Indeed,171,B.Sc,AWS,Onsite
Product Data Scientist - Ads Data Science,Google,Bangalore,Part-time,10+ years,12/29/2024,1/5/2025,LinkedIn,479,PhD,AWS,Hybrid
Data Scientist,TCS,Jaipur,Internship,5-10 years,1/7/2025,1/27/2025,Naukri.com,112,PhD,Java,Hybrid
Data Scientist,HCL,Delhi,Contract,10+ years,1/1/2025,1/10/2025,LinkedIn,165,B.Sc,AWS,Remote
Data Scientist,Microsoft,Jaipur,Internship,2-5 years,1/5/2025,1/27/2025,Indeed,406,PhD,Excel,Onsite
Data Scientist,Amazon,Jaipur,Internship,0-2 years,1/3/2025,1/13/2025,LinkedIn,96,MBA,C++,Remote
Data Scientist,Deloitte,Bangalore,Full-time,10+ years,12/31/2024,1/21/2025,LinkedIn,164,PhD,Java,Onsite
Data Scientist,HCL,Ahmedabad,Part-time,0-2 years,1/8/2025,2/2/2025,Naukri.com,288,B.Sc,Digital Marketing,Onsite
Data Scientist,Microsoft,Pune,Part-time,5-10 years,12/25/2024,1/5/2025,LinkedIn,299,PhD,C++,Hybrid
Data Scientist,Amazon,Chennai,Contract,0-2 years,1/18/2025,2/4/2025,LinkedIn,387,B.Sc,SQL,Remote
Data Scientist,Amazon,Bangalore,Part-time,0-2 years,1/17/2025,1/28/2025,Indeed,202,MBA,Machine Learning,Onsite
Data Scientist,Infosys,Kolkata,Full-time,0-2 years,1/20/2025,2/16/2025,Indeed,186,MBA,Excel,Hybrid
Data Scientist,Infosys,Pune,Full-time,10+ years,1/20/2025,2/11/2025,Naukri.com,368,PhD,Java,Onsite
Data Scientist,Amazon,Mumbai,Part-time,10+ years,12/25/2024,1/23/2025,Indeed,315,PhD,Digital Marketing,Hybrid
Data Scientist,TCS,Bangalore,Internship,2-5 years,1/2/2025,1/12/2025,Indeed,294,B.Sc,AWS,Onsite
Data Scientist,Wipro,Bangalore,Part-time,10+ years,1/19/2025,2/16/2025,Naukri.com,198,PhD,Java,Remote
Analytics - Business Assurance Data Analyst,IBM,Chennai,Contract,2-5 years,1/7/2025,1/14/2025,Naukri.com,495,B.Tech,React,Hybrid
Data Scientist,TCS,Kolkata,Contract,,1/3/2025,1/29/2025,Naukricom,222,MBA,SQL,Hybrid
Data Scientist,IBM,Jaipur,Internship,5-10 years,1/10/2025,2/5/2025,Naukri.com,53,M.Tech,Java,Onsite
Data Scientist,Amazon,Noida,Contract,10+ years,1/17/2025,2/7/2025,Indeed,448,B.Tech,UI/UX,Hybrid
Data Scientist,HCL,Pune,Internship,5-10 years,1/13/2025,2/11/2025,Naukri.com,216,MBA,React,Hybrid
Data Scientist,IBM,Chennai,Full-time,10+ years,1/5/2025,1/18/2025,Naukri.com,420,B.Tech,Java,Onsite
Data Scientist,HCL,Kolkata,Full-time,10+ years,1/6/2025,1/30/2025,Indeed,356,B.Tech,AWS,Onsite
Senior Data Scientist,TCS,Chennai,Contract,5-10 years,12/29/2024,1/27/2025,Indeed,55,B.Sc,Machine Learning,Onsite
Data Scientist,Wipro,Noida,Contract,10+ years,1/21/2025,2/11/2025,LinkedIn,408,MBA,Machine Learning,Onsite
Data Scientist,Infosys,Noida,Contract,2-5 years,1/7/2025,2/3/2025,Indeed,423,MBA,Python,Onsite
Data Scientist,TCS,Mumbai,Internship,10+ years,12/28/2024,1/17/2025,Indeed,87,B.Tech,React,Remote
Data Engineer,Deloitte,Chennai,Full-time,2-5 years,1/21/2025,2/7/2025,Naukri.com,267,M.Tech,Java,Remote
Data Scientist,Infosys,Kolkata,Full-time,10+ years,1/2/2025,1/26/2025,LinkedIn,49,B.Tech,Machine Learning,Hybrid
Data Scientist,Deloitte,Ahmedabad,Contract,0-2 years,1/7/2025,1/21/2025,Indeed,42,B.Sc,React,Hybrid
Data Scientist,Accenture,Bangalore,Contract,5-10 years,1/12/2025,1/29/2025,LinkedIn,159,B.Tech,Python,Hybrid
Data Scientist - Machine Learning,Wipro,Kolkata,Part-time,2-5 years,1/15/2025,2/5/2025,LinkedIn,406,B.Sc,Java,Onsite
Data Scientist,TCS,Ahmedabad,Contract,0-2 years,12/26/2024,1/13/2025,Indeed,147,B.Sc,Java,Hybrid
Data Scientist,Wipro,Bangalore,Part-time,5-10 years,1/5/2025,2/2/2025,Naukri.com,471,B.Sc,SQL,Remote
Data Scientist,Amazon,Kolkata,Internship,0-2 years,1/16/2025,2/15/2025,Indeed,354,MBA,SQL,Remote
Data Scientist,TCS,Jaipur,Part-time,2-5 years,1/2/2025,1/23/2025,LinkedIn,118,MBA,Digital Marketing,Onsite
Data Scientist,Amazon,Chennai,Full-time,5-10 years,1/20/2025,2/6/2025,Naukri.com,27,MBA,SQL,Hybrid
Data Scientist,Infosys,Jaipur,Internship,5-10 years,1/16/2025,2/2/2025,LinkedIn,43,M.Tech,C+,Remote
Data Scientist,Google,Delhi,Full-time,2-5 years,12/28/2024,1/21/2025,Naukri.com,97,M.Tech,Java,Remote
Data Scientist,HCL,Hyderabad,Internship,2-5 years,1/19/2025,2/12/2025,LinkedIn,45,B.Tech,Python,Onsite
Machine Learning Engineer/Scientist,HCL,Hyderabad,Internship,5-10 years,1/15/2025,1/22/2025,LinkedIn,190,PhD,Excel,Hybrid
Data Scientist - Intermediate,Microsoft,Hyderabad,Internship,5-10 years,1/15/2025,1/27/2025,Indeed,275,B.Sc,UI/UX,Onsite
Principal Data Scientist,Infosys,Bangalore,Part-time,5-10 years,1/16/2025,2/4/2025,Indeed,386,B.Tech,React,Onsite
Data Scientist,Amazon,Bangalore,Full-time,0-2 years,1/16/2025,2/1/2025,Naukri.com,179,MBA,SQL,Onsite
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",Microsoft,Noida,Part-time,10+ years,1/12/2025,1/22/2025,LinkedIn,293,B.Sc,React,Hybrid
Data Scientist,Amazon,Ahmedabad,Internship,0-2 years,1/15/2025,2/11/2025,Indeed,27,M.Tech,Excel,Hybrid
Data Scientist,TCS,Bangalore,Full-time,2-5 years,1/1/2025,1/28/2025,Indeed,370,B.Sc,Excel,Hybrid
Data Scientist- Industrial Discrete Sector Industry,Microsoft,Noida,Part-time,5-10 years,1/18/2025,2/14/2025,Naukri.com,409,MBA,Python,Onsite
Data Scientist,Infosys,Kolkata,Internship,10+ years,1/19/2025,2/13/2025,LinkedIn,286,B.Sc,Excel,Remote
Data Scientist,Deloitte,Ahmedabad,Part-time,5-10 years,12/29/2024,1/27/2025,Indeed,492,PhD,Excel,Remote
Data Scientist,Deloitte,Hyderabad,Full-time,5-10 years,12/30/2024,1/14/2025,LinkedIn,326,PhD,AWS,Remote
Data Scientist,Microsoft,Bangalore,Part-time,5-10 years,1/12/2025,1/29/2025,Naukri.com,333,B.Tech,React,Onsite
Data Scientist,Accenture,Delhi,Internship,2-5 years,1/16/2025,1/23/2025,Indeed,182,M.Tech,SQL,Hybrid
Machine Learning Engineer,Wipro,Kolkata,Internship,5-10 years,1/22/2025,2/1/2025,Indeed,303,MBA,AWS,Hybrid
Data Scientist,Infosys,Chennai,Contract,10+ years,1/2/2025,1/30/2025,LinkedIn,16,B.Tech,React,Remote
Data Scientist,Wipro,Delhi,Contract,0-2 years,12/25/2024,1/9/2025,Indeed,462,B.Sc,Digital Marketing,Hybrid
Data Scientist,Accenture,Pune,Contract,5-10 years,12/28/2024,1/18/2025,LinkedIn,70,B.Tech,React,Onsite
Data Scientist,IBM,Bangalore,Contract,2-5 years,1/22/2025,1/30/2025,LinkedIn,113,B.Tech,C++,Onsite
Data Analyst - Unilever Prestige,HCL,Jaipur,Full-time,10+ years,12/30/2024,1/10/2025,LinkedIn,315,M.Tech,Machine Learning,Onsite
Data Scientist,IBM,Ahmedabad,Part-time,10+ years,1/1/2025,1/9/2025,Naukri.com,283,B.Sc,Python,Remote
Data Scientist,Deloitte,Kolkata,Part-time,2-5 years,12/27/2024,1/7/2025,Indeed,160,M.Tech,Machine Learning,Onsite
Data Scientist,Infosys,Pune,Part-time,2-5 years,1/15/2025,2/5/2025,Naukri.com,268,M.Tech,Python,Onsite
Data & Machine Learning Scientist,HCL,Chennai,Part-time,10+ years,12/25/2024,1/12/2025,Naukri.com,84,B.Sc,Python,Onsite
Data Scientist,Google,Ahmedabad,Internship,2-5 years,1/20/2025,2/15/2025,Naukri.com,195,B.Tech,Python,Hybrid
"VP, Data Science",Google,Bangalore,Full-time,0-2 years,1/16/2025,2/7/2025,Naukri.com,465,M.Tech,React,Remote
Senior Business Intelligence Analyst,Infosys,Jaipur,Part-time,5-10 years,1/14/2025,2/7/2025,Naukri.com,164,M.Tech,AWS,Hybrid
Data Scientist,Google,Hyderabad,Contract,2-5 years,12/27/2024,1/10/2025,Naukri.com,436,B.Sc,Java,Onsite
Data Engineer - Kafka,Wipro,Kolkata,Full-time,10+ years,1/6/2025,2/1/2025,LinkedIn,348,B.Tech,React,Remote
Data Scientist,Amazon,Delhi,Part-time,0-2 years,12/30/2024,1/18/2025,Indeed,109,B.Sc,Machine Learning,Hybrid
Data Scientist,Microsoft,Noida,Full-time,2-5 years,1/13/2025,2/8/2025,Naukri.com,449,M.Tech,AWS,Onsite
Data Scientist,Accenture,Hyderabad,Internship,5-10 years,1/6/2025,1/15/2025,Naukri.com,57,B.Sc,C++,Onsite
Data Scientist,HCL,Delhi,Internship,2-5 years,1/6/2025,1/15/2025,Naukri.com,100,PhD,C++,Onsite
Data Scientist,Google,Chennai,Full-time,5-10 years,1/8/2025,1/20/2025,LinkedIn,293,B.Sc,C++,Remote
Data Scientist,Microsoft,Bangalore,Contract,0-2 years,1/18/2025,2/12/2025,Indeed,219,MBA,Python,Hybrid
In-Line Inspection Data Analyst,Google,Noida,Part-time,10+ years,1/15/2025,2/13/2025,Indeed,67,M.Tech,AWS,Onsite
Data Scientist,IBM,Bangalore,Contract,0-2 years,1/10/2025,2/6/2025,LinkedIn,16,M.Tech,C++,Hybrid
Data Scientist,Amazon,Delhi,Part-time,0-2 years,12/30/2024,1/18/2025,Indeed,109,B.Sc,Machine Learning,Hybrid
Data Scientist,HCL,Jaipur,Contract,2-5 years,1/14/2025,2/4/2025,Naukri.com,31,PhD,Excel,Onsite
Data Scientist,HCL,Noida,Internship,0-2 years,1/2/2025,1/11/2025,Naukri.com,96,B.Sc,Python,Onsite
Data Scientist,IBM,Delhi,Internship,,1/2/2025,1/10/2025,LinkedIn,237,B.Sc,Machine Learning,Hybrid
Decision Scientist,HCL,Hyderabad,Full-time,5-10 years,1/15/2025,2/3/2025,Naukri.com,500,B.Tech,AWS,Remote
Data Scientist,Accenture,Hyderabad,Part-time,2-5 years,1/15/2025,1/23/2025,Naukri.com,419,M.Tech,SQL,Remote
Data Scientist - TS/SCI FSP or CI Required,Google,Kolkata,Part-time,5-10 years,1/6/2025,1/17/2025,LinkedIn,57,B.Tech,Digital Marketing,Onsite
"Data Scientist, Applied Machine Learning - Bay Area",TCS,Pune,Contract,10+ years,1/2/2025,1/17/2025,Indeed,121,M.Tech,SQL,Remote
Data Scientist,Google,Bangalore,Part-time,10+ years,1/19/2025,2/6/2025,LinkedIn,35,B.Tech,Digital Marketing,Onsite
Data Scientist,Accenture,Hyderabad,Full-time,10+ years,1/15/2025,2/3/2025,Indeed,413,PhD,Java,Remote
Data Scientist,Deloitte,Ahmedabad,Contract,10+ years,1/19/2025,2/11/2025,Naukri.com,248,B.Tech,C++,Remote
Data Analyst,Accenture,Pune,Internship,5-10 years,1/19/2025,2/1/2025,LinkedIn,171,MBA,Java,Onsite
Data Scientist,Wipro,Chennai,Contract,0-2 years,1/12/2025,2/10/2025,Indeed,238,M.Tech,Python,Hybrid
Data Scientist,IBM,Noida,Contract,2-5 years,1/16/2025,1/26/2025,Indeed,387,PhD,SQL,Remote
Data Scientist,TCS,Kolkata,Full-time,10+ years,1/14/2025,1/22/2025,LinkedIn,256,B.Tech,Java,Hybrid
Data Scientist,HCL,Jaipur,Internship,0-2 years,1/3/2025,1/11/2025,LinkedIn,58,M.Tech,C++,Remote
Data Scientist,Google,Chennai,Internship,5-10 years,1/18/2025,2/2/2025,Indeed,306,B.Sc,React,Onsite
Data Scientist,Microsoft,Hyderabad,Internship,2-5 years,12/26/2024,1/5/2025,LinkedIn,80,MBA,Java,Remote
Data Scientist,Wipro,Kolkata,Contract,2-5 years,12/29/2024,1/12/2025,Naukri.com,198,M.Tech,AWS,Hybrid
Data Scientist,Accenture,Mumbai,Full-time,0-2 years,12/28/2024,1/25/2025,Indeed,48,M.Tech,UI/UX,Remote
Data Scientist,Amazon,Jaipur,Internship,5-10 years,1/8/2025,1/18/2025,Naukri.com,466,M.Tech,Python,Remote
Data Scientist,Infosys,Pune,Contract,2-5 years,1/1/2025,1/24/2025,Naukri.com,404,M.Tech,C++,Remote
Data Scientist,IBM,Bangalore,Part-time,0-2 years,1/6/2025,1/22/2025,LinkedIn,374,B.Sc,C++,Onsite
Data Scientist,Wipro,Hyderabad,Internship,5-10 years,1/2/2025,1/16/2025,LinkedIn,422,M.Tech,AWS,Hybrid
Data Scientist,Google,Jaipur,Contract,5-10 years,1/16/2025,2/5/2025,LinkedIn,484,B.Tech,Excel,Remote
Data Scientist,Amazon,Chennai,Internship,5-10 years,1/2/2025,1/26/2025,LinkedIn,399,B.Tech,React,Onsite
Data Scientist,Infosys,Hyderabad,Internship,2-5 years,1/4/2025,1/30/2025,Indeed,286,MBA,Java,Onsite
Data Scientist - TS/SCI Required,Infosys,Hyderabad,Internship,0-2 years,1/15/2025,1/26/2025,Naukri.com,25,PhD,UI/UX,Hybrid
Senior Principal Data Scientist (Python/R),IBM,Jaipur,Full-time,0-2 years,1/12/2025,1/26/2025,Indeed,14,B.Tech,UI/UX,Hybrid
"Real World Science, Data Scientist",Infosys,Bangalore,Part-time,0-2 years,1/3/2025,1/28/2025,LinkedIn,257,PhD,Java,Hybrid
Data Scientist,HCL,Kolkata,Internship,5-10 years,12/26/2024,1/18/2025,Indeed,454,M.Tech,Python,Onsite
Data Scientist(s)/Machine Learning Engineer,TCS,Chennai,Part-time,10+ years,1/22/2025,2/15/2025,LinkedIn,91,M.Tech,Excel,Onsite
Senior Data Scientist,HCL,Jaipur,Part-time,10+ years,12/26/2024,1/11/2025,Indeed,328,B.Sc,Java,Onsite
Data Scientist,Infosys,Noida,Contract,5-10 years,12/26/2024,1/21/2025,LinkedIn,416,M.Tech,Excel,Onsite
Data Scientist,Microsoft,Bangalore,Part-time,10+ years,12/25/2024,1/16/2025,LinkedIn,416,M.Tech,UI/UX,Hybrid
Data Scientist,Infosys,Kolkata,Part-time,2-5 years,12/26/2024,1/19/2025,LinkedIn,463,B.Tech,Python,Remote
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,Wipro,Noida,Internship,0-2 years,1/9/2025,2/8/2025,Naukri.com,24,PhD,C++,Hybrid
Data Scientist,HCL,Chennai,Full-time,2-5 years,1/12/2025,2/9/2025,Naukri.com,64,M.Tech,UI/UX,Remote
Data Science Software Engineer,IBM,Hyderabad,Contract,2-5 years,1/4/2025,2/1/2025,Indeed,212,B.Tech,C++,Remote
"Scientist / Group Lead, Cancer Biology",HCL,Hyderabad,Contract,2-5 years,12/30/2024,1/23/2025,LinkedIn,167,MBA,React,Hybrid
Data Scientist,Wipro,Jaipur,Contract,0-2 years,1/16/2025,2/13/2025,Naukri.com,161,PhD,Digital Marketing,Remote
Data Scientist,Infosys,Ahmedabad,Part-time,0-2 years,1/11/2025,1/23/2025,Indeed,82,B.Tech,SQL,Hybrid
"Manager, Field Application Scientist, Southeast",Wipro,Mumbai,Full-time,10+ years,1/15/2025,1/28/2025,Naukri.com,481,PhD,Excel,Remote
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,Microsoft,Jaipur,Contract,0-2 years,1/2/2025,1/24/2025,Indeed,188,MBA,UI/UX,Hybrid
Data Scientist,HCL,Noida,Contract,5-10 years,1/9/2025,1/20/2025,Naukri.com,439,PhD,UI/UX,Onsite
Data Scientist,Amazon,Pune,Contract,5-10 years,12/23/2024,1/7/2025,Naukri.com,485,PhD,AWS,Onsite
Scientist - Machine Learning,Microsoft,Delhi,Part-time,5-10 years,1/17/2025,1/28/2025,Indeed,312,MBA,C++,Remote
Data Scientist,Amazon,Delhi,Full-time,2-5 years,1/10/2025,1/18/2025,Indeed,102,PhD,Digital Marketing,Hybrid
Data Scientist,HCL,Bangalore,Part-time,2-5 years,1/4/2025,1/21/2025,Indeed,326,B.Sc,Python,Hybrid
Data Scientist - Image and Video Analytics,IBM,Bangalore,Contract,5-10 years,1/17/2025,2/12/2025,Indeed,33,M.Tech,React,Onsite
Data Scientist,IBM,Bangalore,Full-time,2-5 years,1/2/2025,1/23/2025,Indeed,334,MBA,C++,Hybrid
Data Scientist,TCS,Jaipur,Internship,2-5 years,1/5/2025,1/20/2025,LinkedIn,203,B.Tech,UI/UX,Onsite
Data Scientist,Deloitte,Bangalore,Part-time,5-10 years,12/23/2024,1/17/2025,Naukri.com,427,MBA,Machine Learning,Onsite
Senior Data Engineer,Deloitte,Mumbai,Part-time,0-2 years,1/17/2025,1/31/2025,Indeed,140,PhD,Excel,Remote
Data Scientist,Deloitte,Bangalore,Full-time,10+ years,1/6/2025,2/1/2025,LinkedIn,463,B.Tech,Python,Onsite
Machine Learning Scientist / Engineer,TCS,Noida,Contract,0-2 years,1/14/2025,2/2/2025,Naukri.com,341,M.Tech,Python,Remote
Data Scientist,Amazon,Jaipur,Internship,10+ years,1/22/2025,1/30/2025,Indeed,451,M.Tech,C++,Remote
Sr. Data Scientist,Google,Kolkata,Full-time,2-5 years,12/25/2024,1/11/2025,Indeed,337,B.Sc,C++,Hybrid
"Intelligence Data Analyst, Senior",Infosys,Hyderabad,Part-time,2-5 years,1/4/2025,1/17/2025,Naukri.com,434,PhD,AWS,Remote
Data Science Analyst,Deloitte,Chennai,Contract,5-10 years,1/8/2025,1/20/2025,LinkedIn,53,B.Sc,SQL,Hybrid
Data Scientist,Amazon,Ahmedabad,Full-time,0-2 years,1/2/2025,2/1/2025,Naukri.com,16,MBA,React,Hybrid
Data Scientist,Amazon,Noida,Part-time,10+ years,1/11/2025,2/9/2025,Naukri.com,413,B.Sc,C++,Hybrid
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,TCS,Jaipur,Internship,0-2 years,1/18/2025,2/16/2025,LinkedIn,201,M.Tech,Machine Learning,Onsite
Data Scientist,Amazon,Chennai,Internship,10+ years,12/28/2024,1/16/2025,LinkedIn,483,PhD,UI/UX,Hybrid
Data Modeler (Analytical Systems),Accenture,Noida,Part-time,5-10 years,1/1/2025,1/25/2025,Naukri.com,304,B.Sc,UI/UX,Hybrid
Data Scientist,Microsoft,Kolkata,Contract,10+ years,1/18/2025,2/10/2025,Indeed,99,PhD,Excel,Onsite
Data Scientist,Deloitte,Jaipur,Internship,10+ years,12/27/2024,1/19/2025,LinkedIn,474,B.Sc,AWS,Remote
Data Scientist,Deloitte,Mumbai,Internship,0-2 years,1/11/2025,2/7/2025,LinkedIn,486,M.Tech,Machine Learning,Remote
"Data Engineer (Analytics, SQL, Python, AWS)",Wipro,Bangalore,Full-time,10+ years,12/25/2024,1/17/2025,LinkedIn,494,PhD,UI/UX,Hybrid
Data Scientist 3 (718),Wipro,Ahmedabad,Full-time,5-10 years,1/7/2025,1/19/2025,LinkedIn,115,PhD,AWS,Remote
Data Scientist,Microsoft,Chennai,Part-time,0-2 years,1/22/2025,2/4/2025,Naukri.com,462,B.Sc,AWS,Hybrid
Senior Data Scientist,Google,Hyderabad,Full-time,2-5 years,1/16/2025,2/10/2025,Naukri.com,125,PhD,UI/UX,Hybrid
Senior Data Analyst - Finance & Platform Analytics,HCL,Delhi,Internship,10+ years,12/24/2024,1/10/2025,Indeed,288,MBA,Excel,Hybrid
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),Accenture,Mumbai,Part-time,5-10 years,1/7/2025,1/22/2025,Naukri.com,198,M.Tech,UI/UX,Onsite
IT Partner Digital Health Technology and Data Science,Google,Bangalore,Part-time,5-10 years,1/4/2025,1/28/2025,LinkedIn,134,B.Sc,Excel,Onsite
Data Scientist,Amazon,Bangalore,Full-time,5-10 years,1/22/2025,2/9/2025,Indeed,128,B.Sc,Java,Remote
"Senior Machine Learning Scientist - Bay Area, CA",Wipro,Noida,Internship,5-10 years,1/7/2025,2/6/2025,Naukri.com,260,M.Tech,Python,Onsite
Data Scientist,Infosys,Kolkata,Contract,10+ years,1/14/2025,1/24/2025,Indeed,314,M.Tech,Java,Remote
Clinical Data Analyst,Deloitte,Hyderabad,Contract,0-2 years,1/10/2025,2/1/2025,LinkedIn,99,B.Sc,Java,Onsite
Data Scientist,Google,Delhi,Internship,10+ years,1/7/2025,1/27/2025,LinkedIn,479,B.Sc,C++,Hybrid
Data Engineer,Amazon,Jaipur,Full-time,5-10 years,1/8/2025,1/27/2025,Naukri.com,10,MBA,Excel,Onsite
Data Scientist Technical Specialist,Wipro,Kolkata,Internship,0-2 years,1/11/2025,1/31/2025,Naukri.com,466,M.Tech,Excel,Hybrid
Senior Data Scientist,Wipro,Pune,Full-time,2-5 years,12/26/2024,1/10/2025,Indeed,16,PhD,C++,Hybrid
Data Science Manager,HCL,Mumbai,Part-time,10+ years,1/2/2025,1/11/2025,LinkedIn,442,B.Sc,Machine Learning,Hybrid
Computer Vision / Deep Learning Scientist,Accenture,Ahmedabad,Full-time,5-10 years,1/22/2025,2/5/2025,LinkedIn,339,MBA,Java,Hybrid
Big Data Engineer,Wipro,Hyderabad,Part-time,5-10 years,1/7/2025,1/15/2025,LinkedIn,286,B.Tech,UI/UX,Remote
Data Architect,Google,Bangalore,Internship,5-10 years,1/21/2025,2/17/2025,Indeed,200,PhD,Machine Learning,Hybrid
Machine Learning Engineer,Microsoft,Pune,Contract,10+ years,1/18/2025,2/13/2025,Indeed,111,B.Tech,AWS,Onsite
Data Scientist,Microsoft,Pune,Internship,5-10 years,12/26/2024,1/16/2025,Naukri.com,364,B.Sc,Java,Remote
Aviation AI/ML Data Scientist,HCL,Kolkata,Internship,5-10 years,12/23/2024,1/16/2025,LinkedIn,66,B.Sc,C++,Hybrid
Data Scientist,TCS,Pune,Part-time,5-10 years,1/21/2025,2/4/2025,Indeed,273,M.Tech,Digital Marketing,Hybrid
Data Scientist / Applied Mathematician,IBM,Jaipur,Contract,2-5 years,12/30/2024,1/18/2025,LinkedIn,99,MBA,Machine Learning,Hybrid
"Machine Learning Engineer, Sr.",TCS,Hyderabad,Internship,0-2 years,12/23/2024,1/10/2025,LinkedIn,92,M.Tech,Java,Hybrid
Data Scientist (TS/SCI w/ Poly),TCS,Mumbai,Contract,10+ years,1/21/2025,2/10/2025,Indeed,231,B.Tech,AWS,Remote
Weapons and Sensors Engineer/Scientist,TCS,Delhi,Full-time,5-10 years,1/19/2025,1/26/2025,Naukri.com,272,PhD,Digital Marketing,Hybrid
Applied Computer Scientist,TCS,Kolkata,Full-time,2-5 years,1/15/2025,2/11/2025,Indeed,483,PhD,React,Remote
Senior Data Analyst,Amazon,Bangalore,Internship,5-10 years,12/29/2024,1/17/2025,Naukri.com,441,M.Tech,Python,Remote
Information Systems Engineering Specialist (Engineering Scientist),Wipro,Hyderabad,Internship,10+ years,1/3/2025,1/22/2025,Naukri.com,462,B.Sc,React,Hybrid
Cloud Data Engineer (Azure),Amazon,Delhi,Internship,2-5 years,1/17/2025,2/5/2025,Indeed,183,B.Sc,SQL,Hybrid
Scientist/Research Associate-Metabolic Engineering,HCL,Mumbai,Part-time,0-2 years,1/6/2025,1/22/2025,LinkedIn,222,PhD,Digital Marketing,Hybrid
"Vice President, Biometrics and Clinical Data Management",IBM,Kolkata,Contract,2-5 years,12/31/2024,1/10/2025,Naukri.com,414,B.Tech,Java,Remote
Enterprise Data Analyst (Enterprise Portfolio Management Office),Accenture,Pune,Full-time,10+ years,1/16/2025,2/9/2025,Naukri.com,482,PhD,Machine Learning,Onsite
Senior Scientist - Toxicologist - Product Integrity (Stewardship),Deloitte,Pune,Internship,5-10 years,12/31/2024,1/27/2025,Naukri.com,243,MBA,Python,Hybrid
Lead Data Scientist – Network Analysis and Control,Microsoft,Noida,Internship,5-10 years,12/28/2024,1/15/2025,Indeed,359,MBA,UI/UX,Onsite
Senior Machine Learning Engineer,Deloitte,Jaipur,Contract,2-5 years,12/24/2024,1/18/2025,LinkedIn,215,MBA,Digital Marketing,Hybrid
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",HCL,Jaipur,Internship,0-2 years,12/27/2024,1/15/2025,Naukri.com,449,M.Tech,Machine Learning,Hybrid
Data Engineer,Wipro,Ahmedabad,Internship,10+ years,12/29/2024,1/26/2025,LinkedIn,199,M.Tech,SQL,Onsite
Developer III - Data Science,TCS,Hyderabad,Internship,2-5 years,1/20/2025,1/28/2025,Naukri.com,223,MBA,Excel,Remote
Senior Data Engineer,IBM,Pune,Full-time,10+ years,1/11/2025,2/9/2025,LinkedIn,178,PhD,AWS,Hybrid
Hydrogen/Tritium Materials Scientist (Experienced),Accenture,Kolkata,Full-time,0-2 years,1/9/2025,2/4/2025,Indeed,260,B.Sc,Java,Hybrid
Data Engineer,Amazon,Pune,Full-time,0-2 years,1/16/2025,1/31/2025,LinkedIn,107,MBA,SQL,Onsite
Patient Safety- Associate Data Scientist,Accenture,Chennai,Full-time,0-2 years,12/26/2024,1/24/2025,Naukri.com,347,PhD,Excel,Remote
Senior Data Scientist,Google,Chennai,Internship,5-10 years,1/6/2025,1/15/2025,Naukri.com,456,M.Tech,Digital Marketing,Onsite
Data Scientist,Wipro,Ahmedabad,Full-time,2-5 years,1/1/2025,1/9/2025,Naukri.com,216,M.Tech,Java,Onsite
Data Scientist,Amazon,Delhi,Internship,10+ years,12/28/2024,1/19/2025,Naukri.com,268,MBA,AWS,Hybrid
Data Scientist,Infosys,Ahmedabad,Full-time,5-10 years,1/2/2025,1/24/2025,Indeed,399,M.Tech,UI/UX,Hybrid
Data Scientist,Wipro,Chennai,Contract,0-2 years,1/11/2025,2/5/2025,LinkedIn,459,B.Sc,Java,Hybrid
Data Scientist,Wipro,Hyderabad,Internship,2-5 years,12/23/2024,1/2/2025,Indeed,189,B.Sc,Machine Learning,Hybrid
Data Scientist,TCS,Jaipur,Part-time,0-2 years,1/16/2025,1/31/2025,Indeed,413,M.Tech,AWS,Hybrid
Data Scientist,TCS,Mumbai,Internship,10+ years,1/7/2025,1/31/2025,LinkedIn,86,B.Sc,AWS,Hybrid
Data Scientist,Google,Jaipur,Part-time,2-5 years,1/2/2025,1/19/2025,Indeed,316,M.Tech,Java,Onsite
Data Scientist,Accenture,Bangalore,Contract,2-5 years,1/12/2025,2/7/2025,LinkedIn,304,B.Tech,Java,Hybrid
Decision Scientist,Amazon,Delhi,Full-time,5-10 years,1/1/2025,1/20/2025,Naukri.com,500,B.Tech,React,Hybrid
Data Scientist - TS/SCI FSP or CI Required,Google,Jaipur,Contract,2-5 years,1/18/2025,2/3/2025,Indeed,82,B.Sc,Machine Learning,Onsite
